Class Nbr|Subject|Catalog|Section|Description|Capacity|Total Enrolled|Available Seats|Class Start Time|Class End Time|Meeting Days
9920|AC|202|D1|Financial Accounting|30|0|30|||
9919|AC|203|01|Managerial Accounting|71|2|69|9:30AM|10:45AM|MW
8931|AC|205|01|Intro Fin & Managerial Acct|45|4|41|2:30PM|3:45PM|MW
8932|AC|205|02|Intro Fin & Managerial Acct|55|5|50|4:00PM|5:15PM|MW
9923|AC|305|01|Cost Accounting|30|1|29|1:00PM|2:15PM|TR
8934|AC|312|01|Intermediate Financial Acct II|30|9|21|1:00PM|2:15PM|MW
8933|AC|407|01|Taxation of Business Entities|25|9|16|9:30AM|10:45AM|TR
9350|AC|603|01|Management Accounting|30|1|29|9:30AM|11:00AM|MW
9352|AC|603|02|Management Accounting|30|0|30|11:15AM|12:45PM|MW
9362|AC|603|10|Management Accounting|30|1|29|10:00AM|11:30AM|F
9363|AC|603|20|Management Accounting|30|0|30|11:45AM|1:15PM|F
8220|AE|301|10|Exp Methods in MAE|36|5|31|1:00PM|2:50PM|M
8221|AE|301|11|Exp Methods in MAE|36|3|33|1:00PM|2:50PM|M
8222|AE|301|20|Exp Methods in MAE|36|12|24|1:00PM|2:50PM|W
8223|AE|301|21|Exp Methods in MAE|36|5|31|1:00PM|2:50PM|W
8224|AE|301|30|Exp Methods in MAE|36|6|30|1:00PM|2:50PM|F
8225|AE|301|31|Exp Methods in MAE|36|6|30|1:00PM|2:50PM|F
8232|AE|350|01|Aircraft Struct Analysis|70|16|54|2:30PM|3:45PM|TR
8233|AE|430|01|Stability & Ctrl Aero Vehicles|64|20|44|10:00AM|10:50AM|MWF
8234|AE|431|01|Gas Dynamics|48|25|23|9:30AM|10:45AM|TR
8235|AE|443|01|Optimal Engineering|24|14|10|2:30PM|3:45PM|TR
9663|AE|450|01|Aircraft Design I|54|20|34|8:00AM|9:15AM|TR
8107|AE|455|01|Mech Vibratns & Ctrl|162|51|111|4:00PM|5:15PM|TR
9235|ANTH|201|01|Intro to Cultural Anthropology|25|4|21|1:00PM|2:15PM|MW
9826|ANTH|230|01|Intro to Race and Ethnicity|40|3|37|11:00AM|12:15PM|TR
8996|AS|101|01|The Air Force Today|25|0|25|9:00AM|9:50AM|M
8997|AS|101|02|The Air Force Today|25|0|25|4:00PM|4:50PM|M
8998|AS|103|01|Leadership Laboratory|86|2|84|5:30PM|8:30PM|M
8999|AS|201|01|The Development of Air Power|25|0|25|10:00AM|10:50AM|M
9518|AS|201|02|The Development of Air Power|30|0|30|3:00PM|3:50PM|M
9000|AS|203|01|Leadership Laboratory|86|2|84|5:30PM|8:30PM|M
9001|AS|301|01|Air Force Leadership & Mgt|25|1|24|11:00AM|12:15PM|TR
9002|AS|303|01|Leadership Laboratory|86|2|84|5:30PM|8:30PM|M
9003|AS|401|01|Natl Security Forces in Amer I|25|1|24|9:30AM|10:45AM|TR
9004|AS|403|01|Leadership Laboratory|86|2|84|5:30PM|8:30PM|M
8134|BR|200|01|Intro to Biomed & Rehab Eng|45|24|21|8:00AM|9:15AM|TR
8135|BR|450|01|BEST Capstone Design I|20|6|14|||
9949|BY|110|01|Biology and Society|70|0|70|8:00AM|8:50AM|MWF
9950|BY|110|02|Biology and Society|48|1|47|2:30PM|3:45PM|TR
8298|BY|112|10|Lab for Biology and Society|24|0|24|9:00AM|10:50AM|M
8299|BY|112|20|Lab for Biology and Society|24|1|23|11:00AM|12:50PM|M
8300|BY|112|30|Lab for Biology and Society|24|0|24|1:00PM|2:50PM|M
9951|BY|112|40|Lab for Biology and Society|24|0|24|9:00AM|10:50AM|M
9952|BY|112|50|Lab for Biology and Society|24|1|23|11:00AM|12:50PM|M
9953|BY|112|60|Lab for Biology and Society|24|0|24|1:00PM|2:50PM|M
8302|BY|140|01|Biology I -Inherit, Evol & Div|150|4|146|12:30PM|1:45PM|TR
9291|BY|140|11|Biology I -Inherit, Evol & Div|30|0|30|8:00AM|8:50AM|M
9292|BY|140|12|Biology I -Inherit, Evol & Div|30|1|29|9:00AM|9:50AM|M
9293|BY|140|13|Biology I -Inherit, Evol & Div|30|2|28|10:00AM|10:50AM|M
9294|BY|140|14|Biology I -Inherit, Evol & Div|30|1|29|11:00AM|11:50AM|M
8303|BY|142|10|Biology I Laboratory|14|1|13|9:30AM|12:15PM|T
8304|BY|142|20|Biology I Laboratory|14|0|14|2:00PM|4:45PM|T
8305|BY|142|30|Biology I Laboratory|14|0|14|8:00AM|10:45AM|W
8306|BY|142|40|Biology I Laboratory|14|0|14|11:00AM|1:45PM|W
8307|BY|142|50|Biology I Laboratory|14|0|14|2:00PM|4:45PM|W
8308|BY|142|70|Biology I Laboratory|14|0|14|2:00PM|4:45PM|R
8309|BY|142|80|Biology I Laboratory|14|0|14|8:00AM|10:45AM|F
8310|BY|142|90|Biology I Laboratory|14|1|13|11:00AM|1:45PM|F
9221|BY|214|01|Genetics|50|10|40|10:00AM|10:50AM|MWF
8311|BY|222|01|Ecology|40|2|38|12:00PM|12:50PM|MWF
8312|BY|224|10|Ecology Laboratory|19|2|17|8:00AM|9:50AM|W
9529|BY|280|01|Environmental Science|45|2|43|2:30PM|3:45PM|TR
8313|BY|300|01|Advances in Bio Research|58|2|56|2:00PM|2:50PM|F
9626|BY|302|01|Plant Science of NNY|30|1|29|12:00PM|12:50PM|T
9626|BY|302|01|Plant Science of NNY|30|1|29|12:00PM|1:50PM|R
9603|BY|319|01|Current Readings in Animal Beh|30|3|27|1:00PM|1:50PM|M
9470|BY|324|01|Parasitology|14|5|9|3:00PM|4:15PM|TR
9627|BY|330|01|Great Lakes Water Protection|50|6|44|5:00PM|5:50PM|MWF
8315|BY|350|01|Comparative Vertebrate Anatomy|40|0|40|2:30PM|3:45PM|TR
8316|BY|352|10|Comparative Verte Anatomy Lab|0|0|0|9:00AM|10:50AM|T
8317|BY|352|20|Comparative Verte Anatomy Lab|12|0|12|9:00AM|10:50AM|R
9537|BY|357|01|Human Cognitive Evolution|30|11|19|1:00PM|2:15PM|TR
9257|BY|359|01|Perception|62|2|60|11:00AM|12:15PM|TR
9466|BY|368|01|Mathematical Bio Seminar|25|2|23|1:00PM|1:50PM|F
8319|BY|400|32|D.S. in Bioscience|99|0|99|||
9191|BY|400|36|D.S. in Bioscience|99|0|99|||
8318|BY|400|42|D.S. in Bioscience|99|0|99|||
8320|BY|400|44|D.S. in Bioscience|99|0|99|||
8322|BY|400|48|D.S. in Bioscience|99|0|99|||
9629|BY|400|5|D.S. in Bioscience|99|0|99|||
8326|BY|400|62|D.S. in Bioscience|99|0|99|||
8323|BY|400|78|D.S. in Bioscience|99|0|99|||
8325|BY|400|80|D.S. in Bioscience|99|0|99|||
8324|BY|400|86|D.S. in Bioscience|99|0|99|||
8321|BY|400|89|D.S. in Bioscience|99|0|99|||
9473|BY|401|44|Professional Assessment|0|0|0|||
9985|BY|405|12|Ugrd Research in Bioscience|99|0|99|||
9631|BY|405|25|Ugrd Research in Bioscience|99|0|99|||
9632|BY|405|32|Ugrd Research in Bioscience|99|0|99|||
9633|BY|405|36|Ugrd Research in Bioscience|99|0|99|||
9634|BY|405|42|Ugrd Research in Bioscience|99|0|99|||
9635|BY|405|44|Ugrd Research in Bioscience|99|0|99|||
9636|BY|405|48|Ugrd Research in Bioscience|99|0|99|||
9630|BY|405|5|Ugrd Research in Bioscience|99|0|99|||
9637|BY|405|62|Ugrd Research in Bioscience|99|0|99|||
9638|BY|405|78|Ugrd Research in Bioscience|99|0|99|||
9639|BY|405|80|Ugrd Research in Bioscience|99|0|99|||
9640|BY|405|86|Ugrd Research in Bioscience|99|0|99|||
9641|BY|405|89|Ugrd Research in Bioscience|99|0|99|||
9642|BY|405|99|Ugrd Research in Bioscience|99|0|99|||
9644|BY|410|32|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9645|BY|410|36|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9646|BY|410|42|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9647|BY|410|44|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9648|BY|410|48|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9643|BY|410|5|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9649|BY|410|62|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9650|BY|410|78|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9651|BY|410|80|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9652|BY|410|86|Ugrd Thesis Rsrch in Biosci|99|0|99|||
9653|BY|410|89|Ugrd Thesis Rsrch in Biosci|99|0|99|||
8327|BY|412|10|Molecular Biology Laboratory|16|12|4|1:00PM|3:45PM|MW
8328|BY|412|20|Molecular Biology Laboratory|16|1|15|1:00PM|3:45PM|TR
9449|BY|419|01|Immunology|20|13|7|9:00AM|10:15AM|MW
9344|BY|420|01|Evolution|40|2|38|3:00PM|3:50PM|MWF
9954|BY|424|01|Experimental Evolution Lab|10|0|10|9:00AM|11:45AM|T
8387|BY|450|01|Biochemistry I|70|24|46|9:30AM|10:45AM|TR
9345|BY|452|01|Pharmacology|30|9|21|8:00AM|8:50AM|MWF
8331|BY|460|01|Neurobiology|40|3|37|10:00AM|10:50AM|MWF
8332|BY|471|01|Anatomy and Physiology I|60|10|50|2:30PM|3:45PM|TR
8333|BY|473|10|Anatomy and Physiology I Lab|20|5|15|10:00AM|12:45PM|W
8334|BY|473|20|Anatomy and Physiology I Lab|20|4|16|1:00PM|3:45PM|W
8335|BY|473|30|Anatomy and Physiology I Lab|20|3|17|4:00PM|6:45PM|W
8336|BY|480|01|Advanced Cell Biology|30|6|24|9:00AM|9:50AM|MWF
8173|BY|485|01|Neural Engineering|30|7|23|2:30PM|3:45PM|TR
8337|BY|486|01|Molecular Biotechnology|20|3|17|11:00AM|12:15PM|TR
8339|BY|488|01|Stem Cells & Regenerative Med.|20|2|18|4:00PM|5:15PM|TR
9310|BY|495|12|Ugrd TA in Bioscience|99|0|99|||
8356|BY|495|32|Ugrd TA in Bioscience|99|0|99|||
9192|BY|495|36|Ugrd TA in Bioscience|99|0|99|||
9311|BY|495|40|Ugrd TA in Bioscience|99|0|99|||
8357|BY|495|42|Ugrd TA in Bioscience|99|0|99|||
8358|BY|495|44|Ugrd TA in Bioscience|99|0|99|||
8359|BY|495|48|Ugrd TA in Bioscience|99|0|99|||
9654|BY|495|5|Ugrd TA in Bioscience|99|0|99|||
8360|BY|495|59|Ugrd TA in Bioscience|99|0|99|||
8362|BY|495|78|Ugrd TA in Bioscience|99|0|99|||
8363|BY|495|80|Ugrd TA in Bioscience|99|0|99|||
8364|BY|495|86|Ugrd TA in Bioscience|99|0|99|||
8365|BY|495|89|Ugrd TA in Bioscience|99|0|99|||
9456|BY|498|100|Internship in Bioscience|99|0|99|||
9990|BY|498|12|Internship in Bioscience|99|0|99|||
8340|BY|498|32|Internship in Bioscience|99|0|99|||
9193|BY|498|36|Internship in Bioscience|99|0|99|||
8341|BY|498|42|Internship in Bioscience|99|0|99|||
8342|BY|498|44|Internship in Bioscience|99|0|99|||
8343|BY|498|48|Internship in Bioscience|99|0|99|||
9655|BY|498|5|Internship in Bioscience|99|0|99|||
8355|BY|498|62|Internship in Bioscience|99|0|99|||
8353|BY|498|78|Internship in Bioscience|99|0|99|||
8344|BY|498|80|Internship in Bioscience|99|0|99|||
8354|BY|498|86|Internship in Bioscience|99|0|99|||
8345|BY|498|89|Internship in Bioscience|99|0|99|||
8346|BY|499|32|Prof Exp in Bioscience|99|0|99|||
9194|BY|499|36|Prof Exp in Bioscience|99|0|99|||
10008|BY|499|40|Prof Exp in Bioscience|99|0|99|||
8348|BY|499|42|Prof Exp in Bioscience|99|0|99|||
8349|BY|499|44|Prof Exp in Bioscience|99|0|99|||
8350|BY|499|48|Prof Exp in Bioscience|99|0|99|||
9656|BY|499|5|Prof Exp in Bioscience|99|0|99|||
8347|BY|499|62|Prof Exp in Bioscience|99|0|99|||
9182|BY|499|78|Prof Exp in Bioscience|99|0|99|||
8351|BY|499|80|Prof Exp in Bioscience|99|0|99|||
8352|BY|499|89|Prof Exp in Bioscience|99|0|99|||
8329|BY|512|10|Molecular Biology Laboratory|16|12|4|1:00PM|3:45PM|MW
8330|BY|512|20|Molecular Biology Laboratory|16|1|15|1:00PM|3:45PM|TR
9450|BY|519|01|Immunology|20|13|7|9:00AM|10:15AM|MW
9404|BY|522|01|Evolution|40|2|38|3:00PM|3:50PM|MWF
9955|BY|524|01|Experimental Evolution Lab|10|0|10|9:00AM|11:45AM|T
9284|BY|571|01|Anatomy & Physiology I|60|10|50|2:30PM|3:45PM|TR
9285|BY|573|10|Anatomy & Physiology I Lab|20|5|15|10:00AM|12:45PM|W
9286|BY|573|20|Anatomy & Physiology I Lab|20|4|16|1:00PM|3:45PM|W
9287|BY|573|30|Anatomy & Physiology I Lab|20|3|17|4:00PM|6:45PM|W
9659|BY|580|01|Advanced Cell Biology|30|6|24|9:00AM|9:50AM|MWF
8338|BY|586|01|Molecular Biotechnology|20|3|17|11:00AM|12:15PM|TR
8361|BY|588|01|Stem Cells & Regenerative Med.|20|2|18|4:00PM|5:15PM|TR
8366|BY|600|32|D.S. in Bioscience|35|0|35|||
9222|BY|600|36|D.S. in Bioscience|35|0|35|||
8367|BY|600|42|D.S. in Bioscience|35|0|35|||
8368|BY|600|44|D.S. in Bioscience|35|0|35|||
8369|BY|600|48|D.S. in Bioscience|35|0|35|||
9657|BY|600|5|D.S. in Bioscience|35|0|35|||
8370|BY|600|60|D.S. in Bioscience|35|0|35|||
8371|BY|600|62|D.S. in Bioscience|35|0|35|||
8375|BY|600|78|D.S. in Bioscience|35|0|35|||
8372|BY|600|80|D.S. in Bioscience|35|0|35|||
8373|BY|600|86|D.S. in Bioscience|35|0|35|||
8374|BY|600|89|D.S. in Bioscience|35|0|35|||
8314|BY|622|01|Graduate Seminar|58|2|56|2:00PM|2:50PM|F
8388|BY|650|01|Biochemistry I|70|24|46|9:30AM|10:45AM|TR
8376|BY|900|32|Thesis, Diss or Spec Proj|30|0|30|||
9223|BY|900|36|Thesis, Diss or Spec Proj|30|1|29|||
8377|BY|900|42|Thesis, Diss or Spec Proj|30|0|30|||
8378|BY|900|44|Thesis, Diss or Spec Proj|30|0|30|||
8379|BY|900|48|Thesis, Diss or Spec Proj|30|0|30|||
9658|BY|900|5|Thesis, Diss or Spec Proj|30|0|30|||
8380|BY|900|60|Thesis, Diss or Spec Proj|30|0|30|||
8381|BY|900|62|Thesis, Diss or Spec Proj|30|0|30|||
8382|BY|900|77|Thesis, Diss or Spec Proj|30|0|30|||
8383|BY|900|78|Thesis, Diss or Spec Proj|30|0|30|||
8384|BY|900|80|Thesis, Diss or Spec Proj|30|0|30|||
8385|BY|900|86|Thesis, Diss or Spec Proj|30|0|30|||
8386|BY|900|89|Thesis, Diss or Spec Proj|30|0|30|||
8077|CE|212|01|Intro to Eng Design|110|3|107|4:00PM|5:15PM|M
8078|CE|212|10|Intro to Eng Design|25|0|25|4:00PM|5:50PM|T
8079|CE|212|20|Intro to Eng Design|25|3|22|3:00PM|4:50PM|W
8080|CE|212|30|Intro to Eng Design|1|0|1|4:00PM|5:50PM|R
8081|CE|212|40|Intro to Eng Design|25|0|25|9:00AM|10:50AM|F
8082|CE|212|50|Intro to Eng Design|25|0|25|1:00PM|2:50PM|F
8083|CE|301|01|Geographical Info Systems|50|5|45|8:00AM|9:15AM|TR
9413|CE|301|02|Geographical Info Systems|50|6|44|4:00PM|5:15PM|TR
8084|CE|301|10|Geographical Info Systems|50|6|44|8:00AM|9:50AM|F
8085|CE|301|20|Geographical Info Systems|38|6|32|1:00PM|2:50PM|F
9260|CE|301|ADK|Geographical Info Systems|12|1|11|||
9722|CE|315|01|Geology For Engineers|45|2|43|2:30PM|3:45PM|MW
8086|CE|320|01|Structural Analysis|99|10|89|10:00AM|10:50AM|MWF
8087|CE|320|10|Structural Analysis|50|4|46|4:00PM|5:50PM|R
9723|CE|320|20|Structural Analysis|50|6|44|4:00PM|5:50PM|T
8089|CE|330|01|Water Resources Engineering I|55|18|37|2:00PM|2:50PM|MWF
8088|CE|330|10|Water Resources Engineering I|60|18|42|4:00PM|5:50PM|W
9214|CE|406|01|Construction Engineering|40|1|39|1:00PM|2:15PM|TR
8090|CE|407|01|Intro to Construct Est & Sched|24|7|17|5:30PM|6:45PM|TR
8091|CE|408|01|Bldg Info Mod & Int Proj Deliv|40|24|16|11:00AM|11:50AM|MWF
9216|CE|410|01|Sustainable Infrastr and Bldg|30|10|20|2:30PM|3:45PM|MW
9272|CE|410|D1|Sustainable Infrastr and Bldg|30|2|28|||
9215|CE|411|01|Construction Materials Eng|85|30|55|4:00PM|5:15PM|MW
8092|CE|415|01|Fndtns,Stability,&Retain Struc|80|45|35|9:30AM|10:45AM|TR
9599|CE|435|01|Grdwtr Hydrology & Geochem|30|16|14|8:00AM|9:15AM|TR
8094|CE|441|01|Reinforced Concrete Design|110|32|78|11:00AM|12:15PM|TR
8095|CE|448|01|Intro to Architectural Eng|27|27|0|1:00PM|2:15PM|TR
9414|CE|461|01|Transportation Systems Design|30|7|23|2:30PM|3:45PM|TR
9724|CE|470|01|Strm Ripar Sys & Fluv Morpho|30|3|27|1:00PM|2:15PM|TR
8096|CE|478|01|Solid Waste Mgt & Landfill Des|20|3|17|12:00PM|2:50PM|W
8097|CE|479|01|Water & Wastewater Treatment|50|14|36|9:00AM|9:50AM|MWF
9727|CE|482|01|Environmental Systems Analysis|30|6|24|11:00AM|12:15PM|TR
9136|CE|495|32|Spec Proj Civil & Environ Eng|99|0|99|||
9328|CE|495|49|Spec Proj Civil & Environ Eng|99|0|99|||
8103|CE|495|58|Spec Proj Civil & Environ Eng|99|0|99|||
8100|CE|495|60|Spec Proj Civil & Environ Eng|99|0|99|||
8099|CE|495|76|Spec Proj Civil & Environ Eng|1|0|1|||
9275|CE|495|84|Spec Proj Civil & Environ Eng|99|0|99|||
9305|CE|495|99|Spec Proj Civil & Environ Eng|99|0|99|||
8102|CE|496|60|Spec Proj Civil & Environ Eng|99|0|99|||
9484|CE|496|61|Spec Proj Civil & Environ Eng|99|0|99|||
8101|CE|496|69|Spec Proj Civil & Environ Eng|99|0|99|||
9728|CE|506|01|Advanced Construction Eng|30|0|30|4:30PM|5:45PM|WF
9956|CE|506|D1|Advanced Construction Eng|30|1|29|||
9217|CE|510|01|Sustainable Infrastr & Bldg|30|10|20|2:30PM|3:45PM|MW
9254|CE|510|D1|Sustainable Infrastr & Bldg|30|2|28|||
8104|CE|512|01|Fund of Dynamics & Vibrations|162|51|111|4:00PM|5:15PM|TR
8093|CE|515|01|Fnds, Stability & Retain Struc|80|45|35|9:30AM|10:45AM|TR
9600|CE|535|01|Grdwtr Hydrology & Geochem|30|16|14|8:00AM|9:15AM|TR
8246|CE|538|01|Finite Element Methods|20|2|18|11:00AM|12:15PM|TR
9094|CE|538|D1|Finite Element Methods|30|0|30|||
9961|CE|556|01|Engineering Analysis|30|1|29|12:00PM|12:50PM|MWF
9962|CE|556|D1|Engineering Analysis|30|0|30|||
9725|CE|570|01|Stream Ripa Sys and Fluv Morph|30|3|27|1:00PM|2:15PM|TR
9731|CE|572|01|Shallow Water Hydrodynamics|25|2|23|2:00PM|2:50PM|MWF
9730|CE|575|01|Coastal Engineering|20|1|19|9:30AM|10:45AM|TR
9729|CE|576|01|Hydraulic Eng in Cold Regions|10|0|10|1:00PM|1:50PM|MWF
8098|CE|579|01|Water and Wastewater Treatment|50|14|36|9:00AM|9:50AM|MWF
8108|CE|580|01|Environmental Chemistry|20|0|20|8:00AM|8:50AM|MWF
9726|CE|582|01|Environmental Systems Analysis|30|6|24|11:00AM|12:15PM|TR
8109|CE|584|01|Chemodynamics|12|1|11|9:30AM|10:45AM|TR
8130|CE|595|01|ST: Civil & Env Engineering|15|0|15|||
9200|CE|595|26|ST: Civil & Env Engineering|15|0|15|||
9263|CE|595|27|ST: Civil & Env Engineering|15|0|15|11:00AM|11:50AM|F
9197|CE|595|38|ST: Civil & Env Engineering|15|0|15|||
8129|CE|595|49|ST: Civil & Env Engineering|15|0|15|||
8120|CE|610|01|CEE Seminar|50|3|47|3:15PM|4:45PM|F
9971|CE|612|107|Thesis, Dissertation|99|0|99|||
8110|CE|612|17|Thesis, Dissertation|99|0|99|||
9273|CE|612|26|Thesis, Dissertation|99|0|99|||
8111|CE|612|27|Thesis, Dissertation|99|0|99|||
8112|CE|612|31|Thesis, Dissertation|99|0|99|||
8113|CE|612|32|Thesis, Dissertation|99|0|99|||
8128|CE|612|38|Thesis, Dissertation|99|0|99|||
8121|CE|612|39|Thesis, Dissertation|99|0|99|||
8114|CE|612|44|Thesis, Dissertation|99|0|99|||
8124|CE|612|47|Thesis, Dissertation|99|0|99|||
8115|CE|612|49|Thesis, Dissertation|99|0|99|||
8116|CE|612|58|Thesis, Dissertation|99|0|99|||
8125|CE|612|60|Thesis, Dissertation|99|0|99|||
8122|CE|612|61|Thesis, Dissertation|99|0|99|||
8117|CE|612|65|Thesis, Dissertation|99|0|99|||
8118|CE|612|67|Thesis, Dissertation|99|0|99|||
8126|CE|612|69|Thesis, Dissertation|99|1|98|||
8127|CE|612|75|Thesis, Dissertation|99|0|99|||
8123|CE|612|76|Thesis, Dissertation|99|0|99|||
9179|CE|612|80|Thesis, Dissertation|99|0|99|||
8119|CE|612|87|Thesis, Dissertation|99|0|99|||
8131|CE|684|32|Special Topics in Environ Eng|99|0|99|||
8050|CH|210|01|Molecular Properties|120|7|113|4:00PM|5:15PM|TR
8051|CH|220|01|Material Balances|120|1|119|2:30PM|3:45PM|TR
9938|CH|320|01|Phase Equilibria|48|13|35|3:00PM|3:50PM|MW
9939|CH|320|10|Phase Equilibria|30|7|23|3:00PM|3:50PM|F
9940|CH|320|20|Phase Equilibria|30|6|24|4:00PM|4:50PM|R
8055|CH|330|01|Transfer Process Fundamentals|90|11|79|4:00PM|5:15PM|MW
9743|CH|390|100|Undergraduate Research Project|20|1|19|||
9744|CH|390|101|Undergraduate Research Project|20|1|19|||
9733|CH|390|12|Undergraduate Research Project|20|1|19|||
9734|CH|390|15|Undergraduate Research Project|20|0|20|||
9735|CH|390|31|Undergraduate Research Project|20|0|20|||
9736|CH|390|36|Undergraduate Research Project|20|0|20|||
9737|CH|390|40|Undergraduate Research Project|20|0|20|||
9732|CH|390|5|Undergraduate Research Project|20|0|20|||
9738|CH|390|56|Undergraduate Research Project|20|0|20|||
9739|CH|390|62|Undergraduate Research Project|20|1|19|||
9740|CH|390|70|Undergraduate Research Project|20|0|20|||
9741|CH|390|96|Undergraduate Research Project|20|0|20|||
9742|CH|390|97|Undergraduate Research Project|20|0|20|||
9745|CH|391|56|Undergraduate Research Project|99|0|99|||
9746|CH|391|96|Undergraduate Research Project|99|0|99|||
9747|CH|392|15|Undergraduate Research Project|99|0|99|||
8056|CH|410|10|Chemical Engineering Lab|31|27|4|11:30AM|5:30PM|T
8057|CH|410|20|Chemical Engineering Lab|31|7|24|11:30AM|5:30PM|R
8058|CH|420|01|Process Econ & Concept Design|78|32|46|1:00PM|1:50PM|MW
8059|CH|420|10|Process Econ & Concept Design|48|30|18|2:00PM|3:15PM|MW
9070|CH|420|20|Process Econ & Concept Design|30|2|28|2:30PM|3:45PM|MW
9430|CH|501|62|D.S. Chem Eng Principles I|2|0|2|||
8060|CH|560|01|Transport Phenomena|20|0|20|4:00PM|5:15PM|MW
8061|CH|561|01|Chemical Engineering Analysis|20|1|19|2:30PM|3:45PM|TR
9261|CH|561|D1|Chemical Engineering Analysis|20|0|20|||
8062|CH|610|56|Chemical Engineering Seminar|37|2|35|9:30AM|10:45AM|TR
9481|CH|611|100|Thesis, Dissertation|99|0|99|||
9574|CH|611|101|Thesis, Dissertation|99|1|98|||
9312|CH|611|105|Thesis, Dissertation|99|0|99|||
8075|CH|611|12|Thesis, Dissertation|99|0|99|||
8063|CH|611|13|Thesis, Dissertation|99|2|97|||
8064|CH|611|15|Thesis, Dissertation|99|0|99|||
8065|CH|611|24|Thesis, Dissertation|99|0|99|||
9188|CH|611|36|Thesis, Dissertation|99|0|99|||
8066|CH|611|56|Thesis, Dissertation|99|0|99|||
8074|CH|611|62|Thesis, Dissertation|99|0|99|||
8067|CH|611|66|Thesis, Dissertation|99|0|99|||
8068|CH|611|70|Thesis, Dissertation|99|0|99|||
8069|CH|611|77|Thesis, Dissertation|99|0|99|||
8070|CH|611|85|Thesis, Dissertation|99|0|99|||
8071|CH|611|94|Thesis, Dissertation|99|0|99|||
8072|CH|611|96|Thesis, Dissertation|99|0|99|||
8076|CH|612|94|Directed Study|99|0|99|||
9501|CH|665|62|ST: Polymers and Soft Material|30|0|30|||
8391|CM|103|01|Structure and Bonding|230|0|230|9:00AM|9:50AM|MWF
8392|CM|103|02|Structure and Bonding|230|0|230|1:00PM|1:50PM|MWF
8455|CM|103|03|Structure and Bonding|230|0|230|2:00PM|2:50PM|MWF
8426|CM|103|51|Structure and Bonding|33|0|33|8:00AM|8:50AM|M
8427|CM|103|52|Structure and Bonding|33|0|33|9:00AM|9:50AM|M
8428|CM|103|53|Structure and Bonding|33|0|33|10:00AM|10:50AM|M
8449|CM|103|54|Structure and Bonding|33|0|33|11:00AM|11:50AM|M
8429|CM|103|55|Structure and Bonding|33|0|33|12:00PM|12:50PM|M
8430|CM|103|56|Structure and Bonding|33|0|33|1:00PM|1:50PM|M
8431|CM|103|57|Structure and Bonding|33|0|33|2:00PM|2:50PM|M
8432|CM|103|58|Structure and Bonding|33|0|33|3:00PM|3:50PM|M
8450|CM|103|59|Structure and Bonding|33|0|33|4:00PM|4:50PM|M
8433|CM|103|61|Structure and Bonding|33|0|33|8:00AM|8:50AM|T
8434|CM|103|62|Structure and Bonding|33|0|33|9:00AM|9:50AM|T
8435|CM|103|63|Structure and Bonding|33|0|33|10:00AM|10:50AM|T
8436|CM|103|64|Structure and Bonding|33|0|33|11:00AM|11:50AM|T
8437|CM|103|65|Structure and Bonding|33|0|33|12:00PM|12:50PM|T
8438|CM|103|66|Structure and Bonding|33|0|33|1:00PM|1:50PM|T
8439|CM|103|67|Structure and Bonding|33|0|33|2:00PM|2:50PM|T
8440|CM|103|68|Structure and Bonding|33|0|33|3:00PM|3:50PM|T
8451|CM|103|69|Structure and Bonding|33|0|33|4:00PM|4:50PM|T
8441|CM|103|71|Structure and Bonding|33|0|33|8:00AM|8:50AM|W
8452|CM|103|72|Structure and Bonding|33|0|33|9:00AM|9:50AM|W
8442|CM|103|73|Structure and Bonding|33|0|33|10:00AM|10:50AM|W
9569|CM|104|01|Chem Equilibrium & Dynam|94|3|91|11:00AM|12:15PM|TR
8393|CM|105|10|Chemistry Laboratory I|16|0|16|8:00AM|10:45AM|T
8394|CM|105|20|Chemistry Laboratory I|16|0|16|2:00PM|4:45PM|T
8395|CM|105|50|Chemistry Laboratory I|16|0|16|8:00AM|10:45AM|R
8444|CM|105|60|Chemistry Laboratory I|16|0|16|2:00PM|4:45PM|R
8396|CM|131|01|General Chemistry I|230|0|230|9:00AM|9:50AM|MWF
8397|CM|131|02|General Chemistry I|230|0|230|1:00PM|1:50PM|MWF
8456|CM|131|03|General Chemistry I|230|0|230|2:00PM|2:50PM|MWF
8475|CM|131|11|General Chemistry I|38|0|38|8:00AM|9:50AM|M
8473|CM|131|12|General Chemistry I|38|0|38|10:00AM|11:50AM|M
8471|CM|131|14|General Chemistry I|38|0|38|3:00PM|4:50PM|M
8398|CM|131|15|General Chemistry I|38|0|38|8:00AM|9:50AM|T
8401|CM|131|16|General Chemistry I|38|0|38|10:00AM|11:50AM|T
8402|CM|131|17|General Chemistry I|38|0|38|1:00PM|2:50PM|T
8403|CM|131|18|General Chemistry I|38|0|38|3:00PM|4:50PM|T
