Class Nbr|Subject|Catalog|Section|Description|Capacity|Total Enrolled|Available Seats|Class Start Time|Class End Time|Meeting Days
9857|MT|51|41|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|T
9858|MT|51|42|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|W
9859|MT|51|43|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|R
9860|MT|51|44|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|F
9861|MT|51|50|Intro to Basic Shop Skills|6|3|3|6:00PM|7:50PM|M
9862|MT|51|51|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|T
9863|MT|51|52|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|W
9864|MT|51|53|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|R
9865|MT|51|54|Intro to Basic Shop Skills|6|0|6|6:00PM|7:50PM|F
9145|MT|52|01|Basic Lathe Operations|15|3|12|3:00PM|3:50PM|M
9146|MT|52|02|Basic Lathe Operations|15|3|12|9:00AM|9:50AM|M
9866|MT|52|10|Basic Lathe Operations|3|0|3|10:00AM|11:50AM|T
9867|MT|52|11|Basic Lathe Operations|3|0|3|10:00AM|11:50AM|W
9868|MT|52|12|Basic Lathe Operations|3|1|2|8:00AM|9:50AM|R
9869|MT|52|13|Basic Lathe Operations|3|1|2|9:00AM|10:50AM|F
9870|MT|52|14|Basic Lathe Operations|3|1|2|1:00PM|2:50PM|F
9876|MT|52|20|Basic Lathe Operations|3|2|1|1:00PM|2:50PM|M
9875|MT|52|21|Basic Lathe Operations|3|0|3|8:00AM|9:50AM|T
9874|MT|52|22|Basic Lathe Operations|3|0|3|1:30PM|3:20PM|T
9873|MT|52|23|Basic Lathe Operations|3|0|3|1:30PM|3:20PM|W
9872|MT|52|24|Basic Lathe Operations|3|1|2|10:00AM|11:50AM|R
9871|MT|52|25|Basic Lathe Operations|3|0|3|1:30PM|3:20PM|R
9147|MT|53|01|Basic Milling Procedures|15|1|14|3:00PM|3:50PM|M
9148|MT|53|02|Basic Milling Procedures|15|3|12|9:00AM|9:50AM|M
9877|MT|53|10|Basic Milling Procedures|3|0|3|10:00AM|11:50AM|T
9878|MT|53|11|Basic Milling Procedures|3|0|3|10:00AM|11:50AM|W
9879|MT|53|12|Basic Milling Procedures|3|0|3|8:00AM|9:50AM|R
9880|MT|53|13|Basic Milling Procedures|3|0|3|9:00AM|10:50AM|F
9881|MT|53|14|Basic Milling Procedures|3|1|2|1:00PM|2:50PM|F
9882|MT|53|20|Basic Milling Procedures|3|2|1|1:00PM|2:50PM|M
9883|MT|53|21|Basic Milling Procedures|3|0|3|8:00AM|9:50AM|T
9884|MT|53|22|Basic Milling Procedures|3|0|3|1:30PM|3:20PM|T
9885|MT|53|23|Basic Milling Procedures|3|0|3|1:30PM|3:20PM|W
9886|MT|53|24|Basic Milling Procedures|3|1|2|10:00AM|11:50AM|R
9887|MT|53|25|Basic Milling Procedures|3|0|3|1:30PM|3:20PM|R
9149|MT|54|01|CNC Mill Procedures|10|2|8|3:00PM|3:50PM|M
9888|MT|54|10|CNC Mill Procedures|2|0|2|10:00AM|11:50AM|T
9889|MT|54|11|CNC Mill Procedures|2|1|1|10:00AM|11:50AM|W
9890|MT|54|12|CNC Mill Procedures|2|0|2|8:00AM|9:50AM|R
9891|MT|54|13|CNC Mill Procedures|2|1|1|8:00AM|9:50AM|F
9892|MT|54|14|CNC Mill Procedures|2|0|2|1:30PM|3:20PM|F
9150|MT|55|01|Basic Welding Procedures|25|1|24|10:00AM|11:15AM|M
9151|MT|55|02|Basic Welding Procedures|25|2|23|10:00AM|11:15AM|M
9893|MT|55|10|Basic Welding Procedures|6|0|6|1:00PM|2:50PM|M
9894|MT|55|11|Basic Welding Procedures|6|0|6|1:00PM|2:50PM|T
9895|MT|55|12|Basic Welding Procedures|6|0|6|10:00AM|11:50AM|R
9896|MT|55|13|Basic Welding Procedures|6|0|6|1:00PM|2:50PM|R
9897|MT|55|14|Basic Welding Procedures|6|1|5|1:00PM|2:50PM|F
9898|MT|55|20|Basic Welding Procedures|6|0|6|2:00PM|3:50PM|M
9899|MT|55|21|Basic Welding Procedures|6|0|6|9:30AM|11:20AM|T
9900|MT|55|22|Basic Welding Procedures|6|2|4|8:00AM|9:50AM|W
9901|MT|55|23|Basic Welding Procedures|6|0|6|2:00PM|3:50PM|W
9902|MT|55|24|Basic Welding Procedures|6|0|6|1:30PM|3:20PM|R
9152|MT|56|01|Introduction to MasterCam|12|0|12|3:00PM|4:30PM|M
9903|MT|56|10|Introduction to MasterCam|2|0|2|10:00AM|11:50AM|T
9904|MT|56|11|Introduction to MasterCam|2|0|2|1:00PM|2:50PM|T
9905|MT|56|12|Introduction to MasterCam|2|0|2|8:00AM|9:50AM|W
9906|MT|56|13|Introduction to MasterCam|2|0|2|2:00PM|3:50PM|W
9907|MT|56|14|Introduction to MasterCam|2|0|2|10:00AM|11:50AM|R
9908|MT|56|15|Introduction to MasterCam|2|0|2|2:00PM|3:50PM|R
9909|MT|56|16|Introduction to MasterCam|2|0|2|10:00AM|11:50AM|F
9568|MT|58|01|CNC Lathe Procedures|10|1|9|3:00PM|4:30PM|M
9910|MT|58|10|CNC Lathe Procedures|2|0|2|10:00AM|11:50AM|T
9911|MT|58|11|CNC Lathe Procedures|2|0|2|1:00PM|2:50PM|T
9912|MT|58|12|CNC Lathe Procedures|2|1|1|8:00AM|9:50AM|W
9913|MT|58|13|CNC Lathe Procedures|2|0|2|1:00PM|2:50PM|W
9914|MT|58|14|CNC Lathe Procedures|2|0|2|10:00AM|11:50AM|R
9915|MT|58|15|CNC Lathe Procedures|2|0|2|2:00PM|3:50PM|R
9916|MT|58|16|CNC Lathe Procedures|2|0|2|10:00AM|11:50AM|F
8219|MT|214|01|FIRST Robotics Competition|30|0|30|||
9072|OM|331|01|Operations & Supply Chain Mgt|45|15|30|2:30PM|3:45PM|MW
8985|OM|331|02|Operations & Supply Chain Mgt|45|0|45|4:00PM|5:15PM|MW
9396|OM|331|03|Operations & Supply Chain Mgt|40|7|33|9:30AM|10:45AM|TR
8982|OM|380|01|Project Management|38|9|29|9:30AM|10:45AM|MW
8983|OM|380|02|Project Management|38|6|32|2:30PM|3:45PM|MW
8986|OM|380|03|Project Management|30|1|29|8:00AM|9:15AM|TR
8981|OM|451|01|Quality Mgt & Lean Enterprise|40|16|24|11:00AM|12:15PM|TR
8980|OM|451|02|Quality Mgt & Lean Enterprise|40|7|33|2:30PM|3:45PM|TR
8984|OM|476|01|Management of Technology|25|9|16|4:00PM|5:15PM|MW
9925|OM|484|01|Advanced Project Management|22|15|7|2:30PM|3:45PM|MW
9936|OM|484|02|Advanced Project Management|22|7|15|4:00PM|5:15PM|MW
9582|OM|602|01|Dec Anlys & Supply Chain Model|30|1|29|9:30AM|11:00AM|MW
9583|OM|602|02|Dec Anlys & Supply Chain Model|30|1|29|11:15AM|12:45PM|MW
9365|OM|606|01|Supply Chain Management|30|1|29|9:30AM|11:00AM|MW
9367|OM|606|02|Supply Chain Management|30|1|29|11:15AM|12:45PM|MW
9996|OM|650|N1|Op Strat & Int Competitiveness|30|0|30|||
9517|OM|680|B1|Strategic Project Management|30|0|30|||
9502|OM|680|N1|Strategic Project Management|30|0|30|||
9515|OM|685|B1|Quality Mgmt & Process Improve|45|0|45|||
8974|OS|286|01|Organizational Behavior I|68|23|45|9:30AM|10:45AM|TR
8979|OS|286|02|Organizational Behavior I|68|9|59|4:00PM|5:15PM|TR
8978|OS|352|01|Strategic Human Res Mgmt|40|4|36|1:00PM|2:15PM|MW
9397|OS|352|02|Strategic Human Res Mgmt|30|6|24|4:00PM|5:15PM|MW
8975|OS|432|01|Org Policy and Strategy|45|19|26|1:00PM|2:15PM|MW
8976|OS|432|02|Org Policy and Strategy|45|25|20|2:30PM|3:45PM|MW
8977|OS|466|01|Negotiations/Relationship Mgmt|12|10|2|1:00PM|2:15PM|TR
9241|OS|466|02|Negotiations/Relationship Mgmt|0|0|0|8:00AM|9:15AM|TR
9358|OS|608|01|Org Behavior & Performance Mgt|30|2|28|9:30AM|11:00AM|TR
9360|OS|608|02|Org Behavior & Performance Mgt|30|0|30|11:15AM|12:45PM|TR
9532|OS|610|01|Strategic Planning|30|0|30|||
9992|OS|666|B1|Negotiations/Relationship Mgmt|32|0|32|||
9514|OS|666|N1|Negotiations/Relationship Mgmt|30|0|30|||
9495|OT|500|01|CBR1: Gross Anat, Neurorehab|30|0|30|||
9373|OT|505|01|CBR3: Kines, Soc Det of Health|30|0|30|||
9496|OT|510|01|Foun in Occupation Based Pract|30|0|30|||
9374|OT|515|01|Foun EVP: Applied Research I|30|0|30|||
9497|OT|520|01|ELL1: Health, Dis & Occ|30|0|30|||
9375|OT|525|01|ELL3: Intervention Across Life|30|0|30|||
9498|OT|540|01|Seminar A: Prof in Occ Ther|30|0|30|||
9379|OT|545|01|Seminar C: Clinical|30|0|30|||
9499|OT|600|01|Occ Perf during Transitions|30|0|30|||
9376|OT|630|01|Technology for HRQoL II|30|0|30|||
9377|OT|631|01|Occ Therapist as Educator II|30|0|30|||
9378|OT|632|01|Innovative Practitioner II|30|0|30|||
9987|OT|700B|01|Fieldwork Level I|30|0|30|||
9099|PA|503|01|Clinical Medicine III|30|0|30|||
9100|PA|506|01|Basic Science III|30|0|30|||
9101|PA|509|01|Pharmacotherapeutics III|30|0|30|||
9102|PA|512|01|Patient Assessment III|30|0|30|||
9103|PA|515|01|The Patient and the PA III|30|0|30|||
9105|PA|600|01|Supervised Pract - Amb Med|40|0|40|||
9106|PA|601|01|Supervised Pract - Int Med|40|0|40|||
9107|PA|602|01|Supervised Pract- Gen Surgery|40|0|40|||
9108|PA|603|01|Supervised Pract - Emerg Med|40|0|40|||
9109|PA|604|01|Supervised Pract - Peds|40|0|40|||
9110|PA|605|01|Supervised Pract - Women's Hth|40|0|40|||
9111|PA|606|01|Supervised Pract - Beh Health|40|0|40|||
9112|PA|607|01|Supervised Pract - Elective I|40|0|40|||
9113|PA|608|01|Supervised Pract – Elective II|40|0|40|||
9114|PA|609|01|Clinical Research Elective|30|0|30|||
9045|PE|100|01|First Year Seminar|40|0|40|8:00AM|9:15AM|F
9046|PE|100|02|First Year Seminar|40|0|40|9:30AM|10:45AM|F
8740|PH|121|01|Physics Freshman Seminar|30|0|30|11:00AM|11:50AM|M
8741|PH|131|01|Physics I|225|1|224|10:00AM|10:50AM|MWF
8742|PH|131|02|Physics I|225|3|222|11:00AM|11:50AM|MWF
8743|PH|131|03|Physics I|225|0|225|12:00PM|12:50PM|MWF
8744|PH|131|11|Physics I|22|2|20|1:00PM|2:50PM|M
8745|PH|131|12|Physics I|22|0|22|1:00PM|2:50PM|M
8746|PH|131|13|Physics I|0|0|0|3:00PM|4:50PM|M
8747|PH|131|14|Physics I|22|2|20|3:00PM|4:50PM|M
8748|PH|131|15|Physics I|22|0|22|10:00AM|11:50AM|T
8749|PH|131|16|Physics I|15|0|15|10:00AM|11:50AM|T
8750|PH|131|17|Physics I|0|0|0|1:00PM|2:50PM|T
8751|PH|131|18|Physics I|22|0|22|1:00PM|2:50PM|T
8752|PH|131|19|Physics I|0|0|0|4:00PM|5:50PM|T
8753|PH|131|20|Physics I|0|0|0|4:00PM|5:50PM|T
8754|PH|131|21|Physics I|22|0|22|10:00AM|11:50AM|W
8779|PH|131|22|Physics I|22|0|22|8:00AM|9:50AM|R
8755|PH|131|23|Physics I|22|0|22|1:00PM|2:50PM|W
8756|PH|131|24|Physics I|22|0|22|1:00PM|2:50PM|W
8757|PH|131|25|Physics I|22|0|22|3:00PM|4:50PM|W
8758|PH|131|26|Physics I|22|0|22|3:00PM|4:50PM|W
8759|PH|131|27|Physics I|22|0|22|10:00AM|11:50AM|R
8760|PH|131|28|Physics I|0|0|0|10:00AM|11:50AM|R
8761|PH|131|29|Physics I|22|0|22|1:00PM|2:50PM|R
8762|PH|131|30|Physics I|22|0|22|1:00PM|2:50PM|R
8767|PH|131|31|Physics I|22|0|22|3:00PM|4:50PM|R
8768|PH|131|32|Physics I|22|0|22|3:00PM|4:50PM|R
8769|PH|131|33|Physics I|22|0|22|10:00AM|11:50AM|F
8771|PH|131|34|Physics I|22|0|22|8:00AM|9:50AM|T
8772|PH|131|35|Physics I|22|0|22|8:00AM|9:50AM|T
8770|PH|131|36|Physics I|0|0|0|10:00AM|11:50AM|F
8764|PH|132|01|Physics II|120|2|118|2:30PM|3:45PM|TR
8775|PH|132|02|Physics II|120|0|120|4:00PM|5:15PM|TR
8763|PH|132|10|Physics II|22|1|21|1:00PM|2:50PM|M
8765|PH|132|20|Physics II|22|0|22|3:00PM|4:50PM|M
8766|PH|132|30|Physics II|22|0|22|10:00AM|11:50AM|T
9233|PH|132|40|Physics II|24|1|23|12:30PM|2:20PM|T
8773|PH|132|50|Physics II|22|0|22|10:00AM|11:50AM|W
8774|PH|132|60|Physics II|22|0|22|1:00PM|2:50PM|W
8776|PH|132|70|Physics II|22|0|22|3:00PM|4:50PM|W
8777|PH|132|80|Physics II|22|0|22|10:00AM|11:50AM|R
8778|PH|132|90|Physics II|22|0|22|12:30PM|2:20PM|R
8780|PH|132|95|Physics II|0|0|0|10:00AM|11:50AM|F
8784|PH|141|01|Physics for Life Sciences I|100|2|98|12:30PM|1:45PM|TR
8781|PH|141|10|Physics for Life Sciences I|24|1|23|9:00AM|10:50AM|T
8782|PH|141|20|Physics for Life Sciences I|24|1|23|10:00AM|11:50AM|R
8783|PH|141|30|Physics for Life Sciences I|0|0|0|3:00PM|4:50PM|R
8785|PH|141|40|Physics for Life Sciences I|24|0|24|3:00PM|4:50PM|W
8789|PH|231|01|Fundamentals of Modern Physics|30|2|28|4:00PM|5:15PM|MW
8790|PH|232|10|Modern Physics Laboratory|13|1|12|9:30AM|12:15PM|T
8791|PH|232|20|Modern Physics Laboratory|13|0|13|1:00PM|3:45PM|T
8792|PH|301|11|Teaching Meth in Physics I|30|0|30|||
8793|PH|301|39|Teaching Meth in Physics I|30|1|29|||
8794|PH|302|39|Teaching Meth in Physics II|30|0|30|||
8795|PH|325|01|Thermal Physics|30|3|27|8:00AM|9:15AM|TR
8525|PH|371|01|Physical Chemistry I|30|4|26|11:00AM|12:15PM|TR
9349|PH|380|01|Electromagnetic Theory I|20|6|14|1:00PM|2:15PM|TR
9067|PH|401|11|Teaching Meth in Physics III|30|0|30|||
8798|PH|401|39|Teaching Meth in Physics III|30|0|30|||
8799|PH|402|39|Teaching Meth in Physics IV|30|0|30|||
9717|PH|426|01|Intro to Biophysics|30|3|27|4:00PM|5:15PM|TR
8800|PH|435|01|Physics Senior Seminar|30|4|26|4:00PM|4:50PM|W
8806|PH|445|54|Undergraduate Thesis I|0|0|0|||
9719|PH|457|01|Introduction to Astrophysics|30|7|23|2:00PM|2:50PM|MWF
8803|PH|470|11|Directed Study Experimental|0|0|0|||
8807|PH|470|39|Directed Study Experimental|0|0|0|||
9471|PH|470|47|Directed Study Experimental|0|0|0|||
8802|PH|471|11|Directed Study Experimental|0|0|0|||
9561|PH|471|47|Directed Study Experimental|0|0|0|||
8801|PH|473|11|Directed Study Experimental|0|0|0|||
8804|PH|474|08|Directed Study Theoretical|0|0|0|||
9528|PH|474|53|Directed Study Theoretical|0|0|0|||
8805|PH|474|67|Directed Study Theoretical|0|0|0|||
9972|PH|478|11|DR in Experimental Physics|0|0|0|||
9973|PH|478|39|DR in Experimental Physics|0|0|0|||
9974|PH|478|41|DR in Experimental Physics|0|0|0|||
9975|PH|478|47|DR in Experimental Physics|0|0|0|||
9976|PH|479|08|DR in Theoretical Physics|0|0|0|||
9977|PH|479|53|DR in Theoretical Physics|0|0|0|||
9978|PH|479|54|DR in Theoretical Physics|0|0|0|||
9979|PH|479|67|DR in Theoretical Physics|0|0|0|||
9074|PH|480|08|Internship/Co-op in Physics|0|0|0|||
9075|PH|480|11|Internship/Co-op in Physics|0|0|0|||
9076|PH|480|39|Internship/Co-op in Physics|0|0|0|||
9077|PH|480|53|Internship/Co-op in Physics|0|0|0|||
9078|PH|480|54|Internship/Co-op in Physics|0|0|0|||
9079|PH|480|67|Internship/Co-op in Physics|0|0|0|||
8796|PH|525|01|Thermal Physics|30|3|27|8:00AM|9:15AM|TR
9718|PH|526|01|Intro to Biophysics|30|3|27|4:00PM|5:15PM|TR
9720|PH|557|01|Introduction to Astrophysics|30|7|23|2:00PM|2:50PM|MWF
8797|PH|580|01|Electromagnetic Theory I|20|6|14|1:00PM|2:15PM|TR
9721|PH|669|01|Quantum Mechanics I|30|1|29|||
8815|PH|681|11|Selected Topics in Physics I|0|1|-1|||
8819|PH|681|47|Selected Topics in Physics I|0|0|0|||
9399|PH|682|11|Selected Topics in Physics II|0|0|0|||
8816|PH|683|01|Graduate Seminar I|30|2|28|3:30PM|4:45PM|F
8818|PH|684|11|Graduate Seminar II|0|0|0|12:00PM|1:30PM|W
8808|PH|699|08|Thesis, Dissertation or Sp Pro|30|0|30|||
9520|PH|699|101|Thesis, Dissertation or Sp Pro|30|0|30|||
8809|PH|699|11|Thesis, Dissertation or Sp Pro|30|1|29|||
8810|PH|699|30|Thesis, Dissertation or Sp Pro|30|0|30|||
9153|PH|699|39|Thesis, Dissertation or Sp Pro|30|0|30|||
8813|PH|699|45|Thesis, Dissertation or Sp Pro|30|0|30|||
8817|PH|699|47|Thesis, Dissertation or Sp Pro|30|0|30|||
8811|PH|699|53|Thesis, Dissertation or Sp Pro|30|3|27|||
8812|PH|699|54|Thesis, Dissertation or Sp Pro|30|0|30|||
9297|PH|699|64|Thesis, Dissertation or Sp Pro|30|0|30|||
8814|PH|699|67|Thesis, Dissertation or Sp Pro|30|0|30|||
9519|PH|699|84|Thesis, Dissertation or Sp Pro|30|1|29|||
9382|PHIL|200|01|Philosophy & Contemp Issues|30|7|23|4:00PM|5:15PM|MW
9431|PHIL|243|01|Business Ethics|30|1|29|11:00AM|12:15PM|MW
9264|PHIL|491|61|Independent Study|30|0|30|||
9398|POL|220|01|American Politics|20|3|17|1:00PM|1:50PM|MWF
9831|POL|230|01|Intro to Global Politics|30|2|28|1:00PM|1:50PM|MWF
9830|POL|375|01|Environmental Law|19|7|12|2:00PM|2:50PM|MWF
9829|POL|388|01|Terror and Terrorism|45|9|36|4:00PM|5:15PM|TR
9383|POL|470|01|Environmental Policy|40|6|34|9:30AM|10:45AM|TR
8892|POL|490|04|Independent Study|30|0|30|||
9142|POL|499|24|Minor Portfolio|30|0|30|||
9507|POL|570|01|Environmental Policy|40|6|34|9:30AM|10:45AM|TR
9187|PT|300|31|Independent Study|30|0|30|||
9133|PT|300|60|Independent Study|30|0|30|||
9091|PT|305|01|Introduction to PT II|24|0|24|4:30PM|5:30PM|M
9082|PT|505|01|Foundation Sciences for PT|35|0|35|||
9553|PT|505|02|Foundation Sciences for PT|35|0|35|||
9083|PT|505|11|Foundation Sciences for PT|35|0|35|||
9084|PT|505|12|Foundation Sciences for PT|12|0|12|||
9085|PT|505|13|Foundation Sciences for PT|12|0|12|||
9090|PT|505|14|Foundation Sciences for PT|11|0|11|||
9086|PT|505|20|Foundation Sciences for PT|35|0|35|||
9087|PT|505|30|Foundation Sciences for PT|35|0|35|||
9554|PT|505|40|Foundation Sciences for PT|30|0|30|||
9088|PT|506|01|Professional Foundation for PT|35|0|35|||
9089|PT|508|01|Principles of Measurement|35|0|35|||
9116|PT|537|01|Professional Practice II|22|0|22|||
9117|PT|605|01|Neuromuscular Physical Therapy|22|0|22|||
9119|PT|605|11|Neuromuscular Physical Therapy|7|0|7|||
9120|PT|605|12|Neuromuscular Physical Therapy|7|0|7|||
9128|PT|605|13|Neuromuscular Physical Therapy|8|0|8|||
9121|PT|605|20|Neuromuscular Physical Therapy|22|0|22|||
9122|PT|605|30|Neuromuscular Physical Therapy|22|0|22|||
9129|PT|605|40|Neuromuscular Physical Therapy|22|0|22|||
9130|PT|605|41|Neuromuscular Physical Therapy|28|0|28|||
9428|PT|607A|01|Professional Practice IV|22|0|22|||
9118|PT|608|01|Physical Therapy Data Analysis|22|0|22|||
9429|PT|627B|01|Professional Practive V-B|23|0|23|||
9123|PT|645|01|Practice Mgt/Autonomous Env|23|0|23|||
9124|PT|645|11|Practice Mgt/Autonomous Env|7|0|7|||
9131|PT|645|12|Practice Mgt/Autonomous Env|8|0|8|||
9132|PT|645|13|Practice Mgt/Autonomous Env|8|0|8|||
9125|PT|645|20|Practice Mgt/Autonomous Env|23|0|23|||
9126|PT|648|01|Writing & Presenting Research|23|0|23|||
9127|PT|657|01|Advanced Clinical Skills|23|0|23|||
8820|PY|151|01|Introduction to Psychology|110|8|102|9:00AM|9:50AM|MWF
8821|PY|151|02|Introduction to Psychology|110|2|108|1:00PM|2:15PM|TR
8972|PY|286|01|Organizational Behavior I|68|23|45|9:30AM|10:45AM|TR
8973|PY|286|02|Organizational Behavior I|68|9|59|4:00PM|5:15PM|TR
8822|PY|317|01|Psyc of Psychoactive Drugs|45|37|8|11:00AM|12:15PM|TR
9602|PY|319|01|Current Readings in Animal Beh|30|3|27|1:00PM|1:50PM|M
9034|PY|321|01|Consumer Behavior|50|5|45|9:30AM|10:45AM|TR
9400|PY|357|01|Human Cognitive Evolution|30|11|19|1:00PM|2:15PM|TR
8823|PY|359|01|Perception|62|2|60|11:00AM|12:15PM|TR
9401|PY|360|01|Learning and Memory|30|6|24|2:30PM|3:45PM|TR
8824|PY|361|01|Motivation and Emotion|50|4|46|12:00PM|12:50PM|MWF
8825|PY|370|01|Developmental Psychology|48|3|45|9:00AM|9:50AM|MWF
9353|PY|401|09|Internship - Counseling Psyc|30|0|30|||
8826|PY|401|25|Internship - Counseling Psyc|30|0|30|||
8830|PY|401|77|Internship - Counseling Psyc|30|1|29|||
8829|PY|401|96|Internship - Counseling Psyc|30|0|30|||
9355|PY|402|09|Internship: Personell Relation|30|0|30|||
8828|PY|402|25|Internship: Personell Relation|30|0|30|||
8832|PY|402|77|Internship: Personell Relation|30|0|30|||
8831|PY|402|96|Internship: Personell Relation|30|0|30|||
9357|PY|403|09|Intern: Psyc in Hlth Care Env|30|0|30|||
8827|PY|403|25|Intern: Psyc in Hlth Care Env|30|0|30|||
8834|PY|403|77|Intern: Psyc in Hlth Care Env|30|0|30|||
8833|PY|403|96|Intern: Psyc in Hlth Care Env|30|0|30|||
9444|PY|412|01|Psych Center Prof Experience|6|0|6|8:00AM|5:00PM|T
9444|PY|412|01|Psych Center Prof Experience|6|0|6|9:00AM|11:00AM|R
9461|PY|456|01|Experimental Psychology|48|5|43|1:00PM|1:50PM|MWF
9460|PY|457|01|Experimental Psychology Lab|30|5|25|2:00PM|4:00PM|F
9234|PY|460|01|Neurobiology|40|3|37|10:00AM|10:50AM|MWF
8835|PY|462|01|Abnormal Psychology|40|10|30|4:00PM|5:15PM|MW
8836|PY|463|01|Health Psychology|25|9|16|11:00AM|11:50AM|MWF
9359|PY|480|09|DS in Psychology|30|0|30|||
8838|PY|480|25|DS in Psychology|30|0|30|||
8839|PY|480|42|DS in Psychology|30|0|30|||
8837|PY|480|56|DS in Psychology|30|0|30|||
8844|PY|480|77|DS in Psychology|30|0|30|||
8843|PY|480|96|DS in Psychology|30|0|30|||
8840|PY|481|25|DS in Social Psychology|30|0|30|||
8846|PY|481|77|DS in Social Psychology|30|0|30|||
8845|PY|481|96|DS in Social Psychology|30|0|30|||
8841|PY|482|25|DS in Physiological Psychology|30|0|30|||
8847|PY|482|77|DS in Physiological Psychology|30|0|30|||
9361|PY|483|09|DS in Cognitive Psychology|30|0|30|||
8842|PY|483|25|DS in Cognitive Psychology|30|0|30|||
8848|PY|483|77|DS in Cognitive Psychology|30|0|30|||
9607|PY|491|77|DR in Health Psychology|30|0|30|||
9608|PY|491|96|DR in Health Psychology|30|0|30|||
9609|PY|492|25|DR in Psychophysiology|30|0|30|||
9610|PY|492|77|DR in Psychophysiology|30|0|30|||
9605|PY|493|25|DR in Cognitive Psychology|30|0|30|||
9606|PY|493|49|DR in Cognitive Psychology|30|0|30|||
9604|PY|493|9|DR in Cognitive Psychology|30|0|30|||
9611|PY|494|77|DR in Social Psychology|30|0|30|||
9612|PY|494|96|DR in Social Psychology|30|0|30|||
9614|PY|496|25|DR in Psychology|30|0|30|||
9615|PY|496|42|DR in Psychology|30|0|30|||
9616|PY|496|77|DR in Psychology|30|0|30|||
9613|PY|496|9|DR in Psychology|30|0|30|||
9617|PY|496|96|DR in Psychology|30|0|30|||
9619|PY|498|25|Senior Thesis|30|0|30|||
9620|PY|498|77|Senior Thesis|30|0|30|||
9618|PY|498|9|Senior Thesis|30|0|30|||
9621|PY|498|96|Senior Thesis|30|0|30|||
9623|PY|499|25|Senior Thesis|30|0|30|||
9624|PY|499|77|Senior Thesis|30|0|30|||
9622|PY|499|9|Senior Thesis|30|0|30|||
9625|PY|499|96|Senior Thesis|30|0|30|||
8849|PY|900|77|Thesis, Diss or Spec Proj|30|0|30|||
9060|SA&S|100|01|Co-Writing|35|0|35|10:00AM|10:50AM|F
9061|SA&S|100|02|Co-Writing|35|0|35|12:00PM|12:50PM|F
9062|SA&S|100|03|Co-Writing|35|0|35|3:00PM|3:50PM|F
9063|SA&S|300|01|Arts & Sciences Seminar|12|0|12|12:00PM|12:50PM|F
9063|SA&S|300|01|Arts & Sciences Seminar|12|0|12|12:00PM|12:50PM|MW
9064|SA&S|400|92|Internship|30|0|30|||
9097|SA&S|499|42|Bio, Behavior, and Soc Min Por|30|0|30|||
9098|SA&S|499|91|Bio, Behavior, and Soc Min Por|30|0|30|||
8987|SB|113|01|Entrepreneurship & Business In|15|0|15|10:00AM|10:50AM|MW
8989|SB|113|02|Entrepreneurship & Business In|15|0|15|11:00AM|11:50AM|MW
8991|SB|113|03|Entrepreneurship & Business In|15|0|15|1:00PM|1:50PM|MW
8992|SB|113|04|Entrepreneurship & Business In|15|0|15|2:00PM|2:50PM|MW
8988|SB|113|10|Entrepreneurship & Business In|72|0|72|9:00AM|9:50AM|F
9958|SB|236|01|Intro Customer-Focused Design|15|0|15|1:00PM|2:15PM|TR
8995|SB|310|36|CUSB Prof Exper: Internship|100|8|92|||
8993|SB|322|01|Des & Leading Innovative Vent|30|1|29|6:00PM|9:30PM|W
9959|SB|356|01|Invention Dev & Protection|5|0|5|1:00PM|2:15PM|TR
9065|SB|381|01|Logistics Management|30|7|23|11:00AM|12:15PM|MW
9066|SB|381|02|Logistics Management|30|4|26|4:00PM|5:15PM|MW
8994|SB|441|01|Adv Topics/Global Supply Chain|20|8|12|1:00PM|2:15PM|MW
9369|SB|609|01|Corp Ethical Decision Making|30|1|29|||
9371|SB|609|02|Corp Ethical Decision Making|30|0|30|||
9991|SB|641|B1|Adv Topics: Simulation & Anlys|30|0|30|||
10005|SB|687|B1|Special Graduate Topics|30|0|30|||
9476|SD|480|01|Major Research Seminar|0|3|-3|1:00PM|2:15PM|TR
8893|SD|490|26|Major Research Project|30|0|30|||
9204|SI|333|22|Research for Int'l Students|30|0|30|||
9203|SI|333|23|Research for Int'l Students|30|0|30|||
9309|SI|500|13|Professional Internship|35|0|35|||
9494|SI|500|15|Professional Internship|35|0|35|||
9058|SI|500|33|Professional Internship|35|0|35|||
9059|SI|500|47|Professional Internship|35|0|35|||
9531|SI|500|99|Professional Internship|35|0|35|||
9202|SI|533|79|Research for Int'l Students|30|0|30|||
9381|SOC|201|01|Intro to Society|30|5|25|11:00AM|12:15PM|TR
9832|SS|221|01|Intro to Sexuality|30|11|19|9:30AM|10:45AM|MW
9140|SS|320|ADK|Soc & Pol Issues in the Adir|12|1|11|||
8894|SS|490|24|Independent Study|30|0|30|||
8895|SS|490|34|Independent Study|30|0|30|||
9317|SS|490|36|Independent Study|30|0|30|||
